U+1F36B,dessert,sweet,bar,chocolate,,,,,,,,
U+1F36C,dessert,candy,sweet,,,,,,,,,
U+1F36D,dessert,lollipop,candy,sweet,,,,,,,,
U+1F36E,dessert,sweet,pudding,custard,,,,,,,,
U+1F36F,honey,sweet,pot,honeypot,,,,,,,,
U+1F37C,baby,drink,milk,bottle,,,,,,,,
U+1F95B,glass,drink,milk,,,,,,,,,
U+2615,coffee,steaming,tea,drink,hot,beverage,,,,,,
U+1F375,handle,cup,tea,drink,teacup,without,beverage,,,,,
U+1F376,bar,cup,sake,drink,beverage,bottle,,,,,,
U+1F37E,drink,bar,popping,bottle,cork,,,,,,,
